Country Name,Country Code,Indicator Name,Indicator Code,,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Lesotho,LSO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.865230577,0.877535022,0.890885016,0.897513824,0.900337072,0.900044138,0.898602123,0.899960062,0.903203779,0.90416298,0.910975677,0.922271017,0.939409182,0.957470664,0.988986211,1.008551115,1.02458015,1.044591584,1.070318032,1.114768324,1.141124815,1.162072116,1.190188537,1.194904756,1.18977047,1.139803819,1.210551224
Late-demographic dividend,LTE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,4.384093053,4.309702988,3.540466979,3.52374462,3.446548455,3.525726779,3.578018361,3.508141033,3.361839969,3.337197494,3.402385549,3.452117318,3.606270042,3.987943173,4.348229749,4.681805569,5.023782004,5.101075357,5.541055947,5.409943443,6.064150331,6.544792846,6.706775208,6.776852527,6.757078441,6.619717202,6.491777139
Lithuania,LTU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,5.985945298,4.750772617,4.746758126,4.46514675,4.367884612,4.290482015,4.563434349,3.885259168,3.475729068,3.712622788,3.817099115,3.754816757,3.922093528,4.184042091,4.329871871,4.693696086,4.69291649,3.958100057,4.348616303,4.553301311,4.629509672,4.273657237,4.378090123,4.504048662,4.519456418
Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,26.19765877,27.43143411,26.95725378,27.14211963,25.29153813,20.35302784,20.37000905,18.92729765,17.32046621,17.85476973,18.88551226,19.93273314,21.1057455,21.93071098,24.5990264,24.82464668,24.01285765,22.95728271,22.38547222,20.87712517,21.6351358,21.01807669,19.95299522,18.49831971,17.36871291,16.24258432,15.44261306
Latvia,LVA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,5.410019286,4.688021644,4.329277649,3.799723226,3.723377456,3.475799381,3.345920924,2.836366473,2.682622965,2.988928918,2.992111413,3.221510038,3.271442282,3.352846325,3.611860039,3.779785259,3.629405756,3.376490018,3.849593455,3.541113332,3.471747548,3.518240904,3.474283046,3.543636572,3.574298418
"Macao SAR, China",MAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,3.007765962,3.090174365,2.985736011,3.189565612,3.368067062,3.1960323,3.579625445,3.709467002,3.804721984,3.628584335,3.814594817,3.851732437,3.382502156,3.330992144,3.639030783,3.789588243,3.282335525,2.703853831,2.19917941,3.594551672,2.29605235,2.742767305,2.385985721,2.203863367,2.671617464,3.471586238,3.37478216
St. Martin (French part),MAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.930369177,0.964785916,0.995070398,1.057540291,1.092328125,1.100606018,1.115092633,1.127003909,1.119911024,1.146279443,1.177518232,1.294879753,1.29874199,1.261163325,1.438174638,1.502894463,1.539548743,1.613007427,1.677409361,1.643708259,1.730134712,1.729589819,1.78309277,1.749552115,1.751330788,1.767614953,1.744435849
Monaco,MCO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,7.009736558,5.214760013,4.090970243,3.790826632,3.910436495,2.418413885,2.13696168,1.537025021,1.201520769,1.273345943,1.369532218,1.478262218,1.573120121,1.695033536,1.734128215,1.628400075,1.666025445,1.588756037,1.723619573,1.755390262,1.722277788,1.748394371,1.725073242,1.743892638,1.825536995
Madagascar,MDG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.080620277,0.085051863,0.080188282,0.07984657,0.09569838,0.095788177,0.096800633,0.113476761,0.115887651,0.119253819,0.118846962,0.107117169,0.073711326,0.098470636,0.101546442,0.094991068,0.089148783,0.093403772,0.094441905,0.08610778,0.09257807,0.110462134,0.123892669,0.138143811,0.139903171,0.150407888,0.156876974
Maldives,MDV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.772318268,0.670351816,0.977804584,0.816215659,0.796571033,0.981179591,1.117716054,1.250862258,1.12009089,1.541730798,1.614331527,1.61380481,2.019314311,1.671867928,2.144134419,1.881642512,2.317859946,2.3303796,2.455685219,2.500713077,2.556735223,2.592472963,2.797073284,2.629413874,3.026224383,2.861600519,3.03839853
Middle East & North Africa,MEA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,3.52814498,3.845522999,4.031404736,4.314065676,4.412980202,4.146881401,4.148637972,3.989127244,4.175820024,4.374623966,4.674358936,4.659504396,4.630989464,4.844489551,5.139482817,5.285118635,5.482504662,5.329011854,5.64224396,5.780752671,5.879204687,5.844587591,6.252015665,6.079239216,6.293750144,6.218967436,6.01649233
Mexico,MEX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,3.793373018,3.881986429,3.84378479,3.830377124,3.912978646,3.630863982,3.719042582,3.908311625,4.050613546,4.016948975,4.028144635,4.117498953,4.075235494,4.270511506,4.2224472,4.399422979,4.455657766,4.401555404,4.451117906,4.232033444,4.069560416,4.187104495,4.232175308,4.126499656,4.000652984,3.963191128,3.943827403
Marshall Islands,MHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,1.008461848,1.060614825,1.563752665,1.692540788,1.67959773,1.744217849,1.741594602,1.744459861,1.820537771,1.745393967,1.950800938,1.996732916,2.100630132,1.989355732,2.15404949,2.057204387,2.169939211,2.224367094,2.284775875,2.34688,2.407107121,2.464948435,2.392210448,2.447328673,2.501145525,2.489823987,2.477058976
Middle income,MIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,2.706488693,2.697320835,2.316797501,2.295828496,2.243137795,2.292698111,2.320038719,2.287443945,2.231426525,2.242252772,2.270591835,2.287605396,2.355034623,2.542197635,2.715604093,2.865926513,3.018597053,3.064590677,3.291880567,3.249727872,3.515175825,3.741915754,3.82704329,3.813236232,3.83014907,3.791097892,3.749709678
North Macedonia,MKD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,5.550308022,5.128922072,5.197854068,5.391635556,5.902020817,5.318218962,6.274912192,5.79106587,5.928994176,5.873397943,5.336934241,5.507394958,5.440652819,5.47485309,5.30197113,4.596564099,4.548023449,4.203943957,4.154446162,4.490665563,4.249897073,3.78522514,3.628569985,3.414233829,3.388998171
Mali,MLI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.0503404,0.050532295,0.050963161,0.050845499,0.050281953,0.049349064,0.050321873,0.052674422,0.074327056,0.075455964,0.076043775,0.074500781,0.073864711,0.071609767,0.072041067,0.071758354,0.081930927,0.095090021,0.110423814,0.122472839,0.131335414,0.139214949,0.143884924,0.164068955,0.176050093,0.18168062,0.176967052
Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,6.346870147,5.91606041,5.76556643,7.367420039,6.545471282,5.897607169,5.733533383,6.389619923,5.567784535,6.055245654,5.424069502,6.325824114,5.806537886,6.476880542,6.415248662,6.683221324,6.351303206,6.698844917,6.252313871,6.009770242,6.174949579,6.122413926,6.38190073,5.509534776,5.400613957,3.641844904,2.947412574
Myanmar,MMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.103440218,0.099793754,0.115281058,0.124570267,0.143946693,0.158535596,0.163253833,0.166543989,0.177114337,0.194224184,0.215924263,0.18472781,0.19302763,0.204488464,0.256047135,0.236875833,0.26070104,0.259460989,0.196460952,0.203818034,0.260019433,0.297009754,0.233869445,0.252328593,0.312686183,0.423286251,0.476580079
Middle East & North Africa (excluding high income),MNA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,2.418146069,2.516010887,2.534242283,2.621047225,2.733882352,2.792742196,2.740685048,2.702931549,2.97108714,3.158872524,3.126893653,3.162583953,3.119438804,3.281883435,3.422803643,3.571563425,3.626494987,3.580902503,3.762557167,3.837303717,3.850970223,3.864316597,3.96647872,3.953646771,4.054247062,3.957301335,3.984350242
Montenegro,MNE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,3.34904381,3.35680826,3.3402671,4.225880069,2.722253491,3.913105317,3.885342029,3.568908203,3.465075249,3.390947396,3.601228946,3.240945327
Mongolia,MNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,4.573372189,5.482518958,4.911682442,4.10255454,3.484526277,3.446758514,3.471398638,3.300047865,3.272127944,3.179000305,3.131013866,3.258426641,3.391936466,3.254423472,3.425522685,3.389155977,3.671505548,4.651220979,4.574174607,4.900220884,5.081415981,7.76058183,12.41720091,15.13860091,10.07889064,7.765857501,8.300172198
Northern Mariana Islands,MNP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.078776469,0.076762496,0.072776903,0.075019278,0.07114173,0.071998153,0.069386174,0.072681692,0.067390653,0.06889904,0.076189113,0.086735085,0.084619371,0.099210133,0.096507018,0.088928744,0.093935942,0.10439284,0.101730354,0.110515923,0.116251552,0.133262831,0.125514265,0.164407778,0.320857023,0.239883238,0.285402032
Mauritania,MRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.445228589,0.440831319,0.45181913,0.447005547,0.507247122,0.464391886,0.469791197,0.459587444,0.449521195,0.448070628,0.446137755,0.470858866,0.485747988,0.486426674,0.52274375,0.525036092,0.517307721,0.575953539,0.587389624,0.625681431,0.640167478,0.665402951,0.714295273,0.626296728,0.746292957,0.715038995,0.657914406
Mauritius,MUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,1.381911171,1.421894183,1.575762997,1.617341034,1.459753641,1.630203206,1.720327056,1.740436164,1.870755528,2.065534045,2.267789393,2.39401331,2.395715333,2.523504784,2.53175545,2.683999401,2.94193012,2.97588958,3.029991456,2.97492202,3.132082534,3.129998786,3.15928885,3.233909584,3.338569663,3.337055532,3.442148744
Malawi,MWI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.079543623,0.082886414,0.08215375,0.091766285,0.094067224,0.093496363,0.091100691,0.093953223,0.088614011,0.086486471,0.078939735,0.070889346,0.073254449,0.07670026,0.075117556,0.073189253,0.072358084,0.074209594,0.081204613,0.079423109,0.072131361,0.078182345,0.075502639,0.07501028,0.064607656,0.068761849,0.075448776
Malaysia,MYS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,3.138844339,3.703642998,3.962508083,4.707372397,4.705838018,5.912452879,5.965222121,5.788721943,5.163395864,4.762943323,5.420915014,5.720175769,5.636436969,6.40746098,6.823151064,7.130568129,6.873850854,6.91670063,7.491255509,7.170571162,7.781705461,7.692763993,7.523944464,8.025773738,8.125176355,7.757390697,8.091591623
North America,NAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,18.96030949,18.67160302,18.77904801,18.96606255,19.00069013,18.94563793,19.16664459,19.37898133,19.30297909,19.45241442,19.90535096,19.37732516,19.31119509,19.35695473,19.42680916,19.37541356,18.94149935,19.03617654,18.30597337,17.02423401,17.24970193,16.74544201,16.0640493,16.2044517,16.29909034,15.92830624,15.45968067
Namibia,NAM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.028150505,0.715324156,0.759044087,0.893699509,0.995176596,1.002426491,1.051570359,1.058183827,1.092705812,0.94384982,0.915436614,1.10592804,0.950655217,0.99719017,1.028358088,1.191862025,1.183073042,1.176940704,1.627668966,1.47487463,1.464118206,1.312617743,1.542129431,1.177178074,1.645240892,1.72348227,1.793035405
New Caledonia,NCL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,9.269474953,10.07911634,8.810638546,9.957760602,10.45049134,10.70872374,11.11808325,9.084754093,8.824565591,9.832931831,10.47321202,8.689813366,10.86077024,12.15844489,11.06111475,12.15754575,11.5415228,12.30763218,11.8129516,12.00217524,14.3302983,13.99904462,14.11582625,14.64574625,18.23581794,17.44651982,19.26650154
Niger,NER,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.075381317,0.069015598,0.06206715,0.06828842,0.063594367,0.059504833,0.065678071,0.063769521,0.06641531,0.062738714,0.061485813,0.055856745,0.057456766,0.060015019,0.062020357,0.052483888,0.049000595,0.049191649,0.053138279,0.061104581,0.071272972,0.077776196,0.099118183,0.102454219,0.106730938,0.10138412,0.097016004
Nigeria,NGA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.411674765,0.432826876,0.465396447,0.439501188,0.334298567,0.31201403,0.334795082,0.363798715,0.326915997,0.334168497,0.64704259,0.693955676,0.735532537,0.760558295,0.731582104,0.764190406,0.689210721,0.648277791,0.63876777,0.49298093,0.72017502,0.808854639,0.711652786,0.723832436,0.737682613,0.640003154,0.647284835
Nicaragua,NIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.610663784,0.470021567,0.548641177,0.516050991,0.557409005,0.597479679,0.606323043,0.650960993,0.696712877,0.726634729,0.742181468,0.770407197,0.773541536,0.833579486,0.824999557,0.794258544,0.81071185,0.823918906,0.780318493,0.783753481,0.778851026,0.82744566,0.771706299,0.730078777,0.761728045,0.85675918,0.887087256
Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,10.92434905,11.21649839,11.00667577,11.21489823,11.15558774,11.54894623,11.91512474,11.42454318,11.36201575,11.02273843,10.91567989,11.05686593,11.25877722,11.28284953,11.37929553,11.14759041,11.02471152,10.83085628,10.80059235,10.5260173,11.1556698,10.52558115,10.25164647,10.33210263,10.01385146,10.18257362,10.02797271
Norway,NOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,7.429148081,7.526341168,7.467626804,8.151268173,7.818332417,7.67101664,7.615492854,8.195307227,8.52482024,9.117546218,8.834015703,9.284992238,8.378534776,9.90643602,9.287466436,9.179216926,9.495835691,9.57484966,11.67958325,11.46182886,10.10866816,8.5591427,8.866872117,9.495202892,9.328763622,9.09928715,7.836962479
Nepal,NPL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.041120568,0.055934234,0.065842358,0.073017951,0.082259964,0.113021273,0.112548048,0.123235808,0.097647212,0.136947296,0.128201199,0.134196524,0.106188288,0.113310454,0.105021436,0.119790518,0.098333647,0.099102169,0.128299599,0.161228574,0.187197028,0.204630508,0.21697773,0.246574529,0.298463303,0.231435418,0.333997918
Nauru,NRU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,13.11709627,12.76915199,12.06490528,11.05054924,10.47913888,10.00592774,9.621064468,9.64365549,9.37141505,8.773566849,8.15913708,7.897601566,7.622945951,6.604562738,6.665926076,6.329475074,4.477411477,4.471042471,4.448892933,4.058456585,4.3982009,4.010838222,3.924214418,4.066537289,4.021851008,3.821322645,3.653230133
New Zealand,NZL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,7.071237612,6.891034877,7.10204151,7.471145513,7.370467403,7.386109054,7.674956324,8.204273662,7.871314024,8.510851608,8.549394199,8.87715449,8.408514119,8.46272795,8.453612477,8.258489562,7.992808632,7.963774563,8.029041035,7.527296054,7.298263038,7.181765967,7.744781198,7.528655366,7.684949553,7.591408926,7.325874031
OECD members,OED,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,10.2987386,10.28344605,10.26380328,10.27216815,10.32117988,10.352076,10.57564667,10.61271608,10.52906329,10.56515985,10.76076279,10.63836902,10.61325895,10.70058442,10.73857206,10.69011448,10.61711555,10.61446527,10.3414163,9.649131804,9.871649399,9.668893506,9.463418036,9.437082478,9.249780714,9.124480689,8.980757109
Oman,OMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,6.242654488,6.171151377,6.044256596,6.431085505,7.064596338,7.188346564,6.715402561,6.840900949,7.306759644,9.183339512,9.563740397,8.839294071,10.90900689,13.57433263,11.4440194,11.90378182,15.34572401,16.63369322,15.52397542,14.2909405,15.59066447,16.6188198,17.05486804,16.4794652,15.20154274,15.32246187,14.16707578
Other small states,OSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,4.128652074,4.465123223,5.118116523,5.299448428,5.16956407,5.03613389,5.120534,5.428265945,5.109623311,4.845022597,5.046597857,5.314890612,5.337617004,5.546391576,5.568298104,5.950725084,6.335871803,6.728933826,6.738378664,6.437861345,6.681455408,6.948723708,7.196495737,6.874011153,7.599434555,7.257408486,7.041731198
Pakistan,PAK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.636942779,0.616029093,0.639006501,0.666242203,0.704866776,0.682551063,0.741639408,0.722670018,0.724272244,0.724143549,0.747833829,0.74177304,0.762850323,0.776618469,0.840018833,0.852356025,0.890578012,0.946883805,0.926721426,0.904916986,0.944500917,0.93604803,0.908401634,0.914224403,0.933991503,0.945421162,0.987832348
Panama,PAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,1.120455032,1.286224029,1.648471207,1.499108223,1.616197288,1.089525446,1.653650139,1.978749878,2.042317523,1.90804713,1.910747945,2.268102062,1.864247863,1.917461503,1.775536528,2.053606417,2.202362792,2.115040935,2.134787686,2.402514238,2.535812986,2.738514112,2.659836939,3.033654574,2.847076691,2.804430253,2.654140941
Peru,PER,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.954654009,0.901022885,0.889334779,1.00885799,0.976425249,0.982880519,0.98527068,1.089876686,1.083747518,1.125763945,1.145004464,1.013651521,1.003179591,0.963765168,1.154623518,1.332646084,1.022117777,1.237818926,1.447808278,1.808368593,2.000399515,1.705166544,1.872846682,1.572399054,1.705884134,1.727431902,1.856501313
Philippines,PHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.674745214,0.692314367,0.749810489,0.743048463,0.803739478,0.869981306,0.870608702,0.974356753,0.927258959,0.906109139,0.939932651,0.891794024,0.876760177,0.860013617,0.87434296,0.866856478,0.770210952,0.807223734,0.867515185,0.847209115,0.903376523,0.896778088,0.932851035,0.993972462,1.039832564,1.146965321,1.179649658
Palau,PLW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,15.58560234,15.19901561,12.4885217,12.1558011,11.84530717,11.53682125,11.25549935,10.99245032,10.75600217,10.54633575,10.94053913,11.1602703,10.83088048,10.73683679,10.89006896,11.1227946,11.63531218,13.20717194,10.97904192,10.8295324,11.64126984,12.19233587,12.2649093,12.49687606,12.69074095,12.6627229,12.61985896
Papua New Guinea,PNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.467129811,0.459388934,0.453425891,0.44308818,0.430716742,0.39730676,0.411948972,0.473301068,0.513086549,0.427890152,0.455899067,0.537041714,0.57182058,0.634011406,0.706363699,0.675257506,0.648231242,0.898907309,0.68754269,0.712893308,0.651587229,0.713063221,0.665547591,0.675169763,0.739239066,0.922655106,0.911013497
Poland,POL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,9.66717214,9.455665483,9.246915317,9.18461204,8.664998584,8.918615723,9.210609908,9.043385427,8.417027479,8.166558532,7.822798329,7.877112224,7.712040984,7.911421984,7.97271581,7.927026686,8.362097463,8.244183742,8.258160054,7.800914342,8.313376825,8.329235611,7.879541044,7.948017671,7.522360976,7.520039008,7.875581533
Pre-demographic dividend,PRE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.339358549,0.319835289,0.354986311,0.35568741,0.33854559,0.354207005,0.349806884,0.341107287,0.331191276,0.329954633,0.398117194,0.434600875,0.449245812,0.452006938,0.501365464,0.503713891,0.466322467,0.408002555,0.449586603,0.439801549,0.5078473,0.568228137,0.562620171,0.57657866,0.59740106,0.562354359,0.580670839
Puerto Rico,PRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,6.108277295,5.763708401,4.996250204,4.538521273,4.095256266,3.79241314,3.314213828,2.949162014,2.623242754,2.838876321,3.038151299,3.122175872,2.966034637,3.005259441,3.048837658,3.161507489,3.19688596,2.655309496,2.926040745,2.225117989,2.068405565,1.499146915,1.547494957,1.115274977,1.251077232,1.009509196,1.117585629
Portugal,PRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,4.239198924,4.416863558,4.851017443,4.709295486,4.770042511,5.173429531,5.026484644,5.250035785,5.690597799,6.305207232,6.096403385,6.056037979,6.410086691,5.853135645,6.02313785,6.215165476,5.684705076,5.705207852,5.268402206,5.126323978,4.552752646,4.510827218,4.37605313,4.344029312,4.293477531,4.755594668,4.720545309
Paraguay,PRY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.510533774,0.49154532,0.567578609,0.647990647,0.744230399,0.829842429,0.767517072,0.839328545,0.881601006,0.863262025,0.693004454,0.703887523,0.704636257,0.722595825,0.713492721,0.657958763,0.674088976,0.689576784,0.73203771,0.740066308,0.815799245,0.840043758,0.822882056,0.834756314,0.864029477,0.942414767,1.092871037
West Bank and Gaza,PSE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.435610196,0.427169266,0.423716867,0.41326509,0.409114997,0.382308562,0.400990032,0.31975106,0.52695738,0.480191024,0.568468181,0.450151178,0.375598342,0.405640436,0.678649001,0.826080986,0.665291777,0.665297084,0.571696311,0.5665855,0.537532609,0.57890268,0.552814348,0.598167688,0.680083232,0.704186233,0.740606555
Pacific island small states,PSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,1.031048307,0.942436658,0.94872984,0.944466703,0.930487844,0.933827191,0.953836783,0.941227731,0.916207257,0.924314636,0.956713336,1.079129411,0.985262288,1.059677116,1.187418925,1.049846297,1.099644956,1.102513126,0.943327181,0.912425205,1.079640319,1.019066392,0.9875828,1.111550407,1.263266751,1.471051573,1.411030073
Post-demographic dividend,PST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,11.64077322,11.62706037,11.62100416,11.56124481,11.52209364,11.5772996,11.78678103,11.75945434,11.68034984,11.7790867,12.01374934,11.90809133,11.90630141,12.01584459,12.07399556,12.00642892,11.88533002,11.87215338,11.56204489,10.77351994,11.07357031,10.79597992,10.56973168,10.5407045,10.3239716,10.14822932,9.938830143
French Polynesia,PYF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,2.182901878,2.123960614,1.9994258,2.019407336,2.054370509,1.967428039,1.94630311,1.988138372,1.931916915,2.09568582,2.36152082,2.769739233,2.739512877,2.91673229,2.836283946,3.018281938,2.99249454,2.917174493,2.999579643,2.999913291,3.013916046,2.890335378,2.794574681,2.807955521,2.712747281,2.806062448,2.80458891
Qatar,QAT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,24.72240372,36.3274177,54.63544646,61.93577398,60.6922596,61.91395133,61.81247811,70.042227,58.74518549,55.05426923,58.61946468,67.31049638,63.82809721,60.90080934,57.00557389,58.88108378,62.06618488,51.93367224,45.13478159,41.82722076,39.05970823,39.50920515,42.86037538,36.38791752,43.52329337,41.64216221,38.90147093
Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,7.503163349,6.099190193,5.643769903,5.504379114,5.241518875,5.556690076,5.544352572,4.993556835,4.435459288,3.993517767,4.040518655,4.366207979,4.47471788,4.684388286,4.517307494,4.524305495,4.876469678,4.895132266,4.692067363,4.005210952,3.922213561,4.23221901,4.074315455,3.550167079,3.490367336,3.61914154,3.515261924
Russian Federation,RUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,24.39834858,23.44969867,13.99416667,13.05713217,11.44398813,10.99555394,10.88664427,10.31678548,10.12729286,10.40065558,10.62709792,10.66957424,10.71586776,11.0906198,11.12060675,11.25350585,11.66911318,11.67245445,12.01450516,11.02385569,11.69434657,12.33487755,12.62026928,12.12085015,12.07751769,11.78522038,11.99943207
Rwanda,RWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.072445678,0.067294519,0.072221184,0.077862376,0.077833842,0.077907717,0.078058814,0.075968617,0.07004522,0.067950553,0.066557755,0.064597852,0.063096145,0.060851257,0.060831351,0.059732484,0.058390835,0.060103365,0.056980845,0.058850305,0.058807364,0.064481265,0.070213897,0.07563592,0.07642592,0.084505937,0.095533926
South Asia,SAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.625890159,0.646685204,0.671942354,0.682820685,0.709036975,0.734994151,0.784299648,0.797988979,0.798425204,0.831696,0.848960554,0.845153711,0.84409088,0.864696335,0.897377389,0.93241551,0.978680264,1.039192498,1.129499729,1.223999922,1.20673417,1.267528632,1.357808294,1.352994259,1.461923687,1.512009625,1.545259606
Saudi Arabia,SAU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,11.44546531,15.96451989,16.52142146,17.66666263,16.90754625,12.61675682,13.59425035,11.1422549,10.49776847,11.21389236,14.36980164,14.01778217,14.96915013,14.57351967,17.11147523,16.69630041,17.66403491,15.39742391,16.61645475,17.61021255,18.90824847,17.68372988,19.37365993,18.00340041,19.44066648,20.40225162,17.36758781
Sudan,SDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.202623461,0.184177591,0.15971432,0.106719319,0.141884602,0.142569611,0.1427799,0.169602368,0.142910349,0.150670884,0.159133714,0.178055693,0.220598608,0.239590405,0.29422066,0.273950845,0.291193188,0.332724015,0.341440489,0.346451108,0.345245386,0.330142237,0.300706838,0.309687395,0.299732598,,
Senegal,SEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.422910732,0.441619466,0.43553707,0.436825676,0.461134221,0.402138671,0.419656494,0.357427879,0.366787323,0.386676821,0.40196621,0.431514759,0.438598018,0.47205185,0.484067421,0.524087845,0.415596435,0.443350349,0.424289035,0.382899379,0.610870294,0.642029816,0.590463462,0.611946233,0.661495375,0.729704491,0.727113125
Singapore,SGP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,14.60237955,14.4395268,14.98945491,15.44834797,18.0408719,11.96597963,13.53932406,15.39235856,12.37953887,12.64782052,12.16662434,11.97221516,11.3102312,7.566013727,6.833825574,7.116921432,6.997632098,4.342606098,7.466761968,11.75775553,11.48769878,9.020910209,9.410410138,10.39280429,10.35594282,11.10236022,6.694046297
Solomon Islands,SLB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.470330206,0.457260428,0.433379294,0.421240987,0.398950988,0.398053334,0.387020564,0.37635099,0.366049558,0.383514366,0.373222508,0.371938275,0.362125429,0.360943767,0.351874104,0.343353521,0.343010905,0.365111393,0.356967181,0.348776449,0.354292134,0.338583361,0.329728233,0.340169953,0.33104744,0.316163669,0.272315022
Sierra Leone,SLE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.112902285,0.125643991,0.103741866,0.105038696,0.12337419,0.098832772,0.117339483,0.110805916,0.102105611,0.089571749,0.092783381,0.119557508,0.122583706,0.125498407,0.118094601,0.096779913,0.125814065,0.107139285,0.108211601,0.104057657,0.113171356,0.136885898,0.153506825,0.1736274,0.186560088,0.148788315,0.149104947
El Salvador,SLV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,0.478024902,0.599246041,0.618126172,0.735339935,0.822812414,0.899713428,0.788188026,0.955951011,1.00248889,0.969318097,0.977171457,1.004139527,1.036970978,1.093234038,1.056793913,1.057906787,1.125542508,1.14289521,1.066891681,1.046321459,1.044262214,1.070477129,1.068134217,0.994280785,0.998428944,1.082975765,1.1278829
